,id,genre_name,original_language,original_title,release_year,vote_average,studio_name
308,353,['Comedy'],en,the distinguished gentleman,1992,6.1,Hollywood Pictures
309,354,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",en,the last of the mohicans,1992,7.4,20th Century Fox
310,355,"['Action', 'Comedy']",en,stop! or my mom will shoot,1992,5.3,Universal Pictures
311,356,"['Comedy', 'Romance']",en,boomerang,1992,5.6,Paramount
312,357,"['Comedy', 'Crime']",en,my cousin vinny,1992,7.5,20th Century Fox
313,358,"['Crime', 'Drama', 'Thriller']",en,the crying game,1992,6.9,Channel Four Films
314,359,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",en,"honey, i blew up the kid",1992,5.2,Walt Disney Pictures
315,360,"['Crime', 'Mystery', 'Thriller']",en,unlawful entry,1992,6.2,JVC
316,361,"['Comedy', 'Family', 'Drama']",en,the mighty ducks,1992,6.6,Touchwood Pacific Partners 1
317,362,"['Drama', 'History']",en,malcolm x,1992,7.5,Warner Bros. Pictures
318,363,['Thriller'],en,single white female,1992,6.3,Columbia Pictures
319,364,"['Adventure', 'Drama']",en,medicine man,1992,6.0,Hollywood Pictures
320,365,"['Action', 'Adventure', 'Thriller']",en,passenger 57,1992,5.9,Warner Bros. Pictures
321,366,"['Drama', 'Family']",en,a river runs through it,1992,7.1,Columbia Pictures
322,367,['Comedy'],en,encino man,1992,5.8,Hollywood Pictures
323,368,"['Action', 'Comedy', 'Thriller', 'Crime', 'Romance']",en,mo' money,1992,5.5,Columbia Pictures
324,369,"['Horror', 'Drama', 'Thriller', 'Crime']",en,raising cain,1992,6.0,Universal Pictures
325,370,"['Comedy', 'Romance']",en,honeymoon in vegas,1992,5.6,New Line Cinema
326,371,"['Comedy', 'Drama', 'Romance']",en,strictly ballroom,1992,6.6,New South Wales Film & Television Office
327,372,"['Family', 'Fantasy', 'Animation', 'Adventure']",en,ferngully: the last rainforest,1992,6.3,Kroyer Films
328,373,"['Science Fiction', 'Horror']",en,the lawnmower man,1992,5.5,New Line Cinema
329,374,"['Fantasy', 'Horror', 'Thriller']",en,sleepwalkers,1992,6.0,Columbia Pictures
330,376,"['Family', 'Action', 'Adventure', 'Comedy']",en,3 ninjas,1992,5.8,Touchstone Pictures
331,377,"['Drama', 'Thriller', 'Romance']",en,final analysis,1992,5.7,Warner Bros. Pictures
332,378,"['Music', 'Comedy', 'Family', 'Fantasy', 'Drama']",en,the muppet christmas carol,1992,7.4,Walt Disney Pictures
333,379,"['Drama', 'Romance']",en,howards end,1992,7.0,Merchant Ivory Productions
334,380,"['Drama', 'Horror', 'Thriller']",en,candyman,1992,6.6,Propaganda Films
335,381,"['Romance', 'Comedy', 'Drama']",en,the cutting edge,1992,7.2,Metro-Goldwyn-Mayer
336,382,"['Comedy', 'Drama', 'Romance']",en,leap of faith,1992,5.7,Paramount
337,383,"['Family', 'Fantasy', 'Comedy', 'Science Fiction']",en,toys,1992,5.2,20th Century Fox
338,384,"['Drama', 'Comedy', 'Romance']",en,prelude to a kiss,1992,5.7,20th Century Fox
339,385,"['Adventure', 'Comedy', 'Family']",en,captain ron,1992,5.6,Touchwood Pacific Partners 1
340,387,"['Comedy', 'Mystery', 'Drama', 'Crime']",en,the player,1992,7.2,Fine Line Features
341,388,"['Drama', 'Romance']",en,shining through,1992,6.6,20th Century Fox
342,389,"['Crime', 'Drama', 'Mystery']",en,consenting adults,1992,5.4,Permut Presentations
343,390,"['Fantasy', 'Horror', 'Comedy']",en,army of darkness,1992,7.3,Universal Pictures
344,392,"['Crime', 'Drama', 'Thriller']",en,juice,1992,7.2,Paramount
345,394,['Comedy'],en,mr. baseball,1992,5.8,Universal Pictures
346,397,"['Comedy', 'Drama', 'Romance']",en,singles,1992,6.4,Warner Bros. Pictures
347,398,['Drama'],en,the babe,1992,5.6,Universal Pictures
348,399,"['Action', 'Adventure', 'Drama', 'Family']",en,sidekicks,1992,5.1,Vision PDG
349,400,['Science Fiction'],en,freejack,1992,5.3,Warner Bros. Pictures
350,401,['Horror'],en,pet sematary ii,1992,5.3,Paramount
351,402,"['Action', 'Comedy', 'Horror']",en,buffy the vampire slayer,1992,5.6,20th Century Fox
352,403,['Drama'],en,school ties,1992,6.5,Paramount
353,404,['Drama'],en,city of joy,1992,6.6,TriStar Pictures
354,405,"['Science Fiction', 'Comedy', 'Fantasy']",en,memoirs of an invisible man,1992,5.9,Canal+
355,406,"['Action', 'Thriller']",en,rapid fire,1992,6.3,20th Century Fox
356,407,"['Animation', 'Comedy', 'Fantasy']",en,cool world,1992,5.5,Paramount
357,408,"['Comedy', 'Drama']",en,mr. saturday night,1992,5.9,New Line Cinema
358,409,"['Action', 'Crime', 'Thriller']",en,trespass,1992,6.3,Universal Pictures
359,410,['Horror'],en,hellraiser iii: hell on earth,1992,5.7,Dimension Films
360,412,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,jennifer eight,1992,6.0,Paramount
361,414,"['Comedy', 'Fantasy']",en,stay tuned,1992,6.0,Warner Bros. Pictures
362,415,"['Crime', 'Drama', 'Mystery']",en,glengarry glen ross,1992,7.4,New Line Cinema
363,416,['Drama'],en,chaplin,1992,7.4,Le Studio Canal+
364,417,"['Thriller', 'Action', 'Crime']",en,white sands,1992,5.8,Warner Bros. Pictures
365,418,"['Animation', 'Comedy', 'Family']",en,bebe's kids,1992,5.9,Paramount
366,419,"['Comedy', 'Horror', 'Mystery', 'Thriller']",en,dr. giggles,1992,5.6,JVC
367,421,"['History', 'Adventure']",en,christopher columbus: the discovery,1992,4.9,Warner Bros. Pictures
368,423,"['Drama', 'Romance']",en,damage,1992,6.6,StudioCanal
369,424,['Drama'],en,lorenzo's oil,1992,7.1,Universal Pictures
370,425,"['Action', 'Adventure', 'Drama', 'History']",en,1492: conquest of paradise,1992,6.2,Paramount
371,426,['Horror'],en,children of the corn ii: the final sacrifice,1992,4.8,Corn Cobb Productions
372,427,"['Drama', 'Music']",en,the mambo kings,1992,6.3,Canal+
373,428,"['Action', 'Thriller', 'Science Fiction']",en,fortress,1992,6.1,Village Roadshow Pictures
374,429,['Drama'],en,article 99,1992,6.0,Orion Pictures
375,430,['Comedy'],en,folks!,1992,6.0,20th Century Fox
376,431,"['Action', 'Drama']",en,wind,1992,6.4,American Zoetrope
377,432,['Drama'],en,of mice and men,1992,7.3,Metro-Goldwyn-Mayer
378,433,"['Horror', 'Science Fiction']",en,split second,1992,6.0,Entertainment
379,435,"['Drama', 'Fantasy']",en,orlando,1992,6.9,Mikado Film
380,437,"['Comedy', 'Drama']",en,diggstown,1992,6.4,Metro-Goldwyn-Mayer
381,438,['Drama'],en,passion fish,1992,6.9,Atchafalaya
382,439,['Drama'],en,radio flyer,1992,7.1,Columbia Pictures
383,440,"['Drama', 'Mystery', 'Horror']",en,twin peaks: fire walk with me,1992,7.3,New Line Cinema
384,441,"['Comedy', 'Thriller', 'Mystery']",en,the gun in betty lou's handbag,1992,5.0,Touchstone Pictures
385,442,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",en,traces of red,1992,5.9,Samuel Goldwyn Company
386,444,"['Drama', 'Romance', 'Crime']",en,a stranger among us,1992,5.7,Propaganda Films
387,445,"['Crime', 'Thriller']",en,reservoir dogs,1992,8.1,Live Entertainment
388,446,"['Family', 'Drama', 'History', 'Music']",en,newsies,1992,6.7,Walt Disney Pictures
389,447,"['Romance', 'Thriller']",en,love crimes,1992,4.5,Miramax
390,448,['Comedy'],en,noises off...,1992,7.2,Amblin Entertainment
391,451,"['Crime', 'Drama']",en,bad lieutenant,1992,7.1,Bad Lt. Productions
392,452,"['Science Fiction', 'Thriller', 'Action']",en,nemesis,1992,5.5,Imperial Entertainment
393,454,"['Thriller', 'Drama', 'Romance']",en,bitter moon,1992,7.1,Columbia Pictures
394,455,"['Thriller', 'Drama']",en,poison ivy,1992,5.4,New Line Cinema
395,457,['Comedy'],en,out on a limb,1992,5.5,Universal Pictures
396,459,"['Crime', 'Drama', 'Thriller']",en,one false move,1992,6.7,IRS Media
397,461,"['Drama', 'Romance']",en,gas food lodging,1992,6.4,Cineville
398,464,"['Adventure', 'Animation', 'Family', 'Fantasy']",en,freddie as f.r.o.7.,1992,5.4,Miramax
399,465,['Comedy'],en,mistress,1992,5.6,Tribeca Productions
400,466,"['Romance', 'Horror', 'Drama']",en,tale of a vampire,1992,5.1,Indie Studio
401,467,"['Mystery', 'Thriller']",en,knight moves,1992,5.8,Cinevox Filmproduktion GmbH
402,468,"['Drama', 'Action', 'Thriller', 'Crime']",en,ruby,1992,5.0,Propaganda Films
403,469,['Comedy'],en,brain donors,1992,6.6,Paramount
404,471,"['Action', 'Drama']",en,gladiator,1992,7.5,Columbia Pictures
405,472,"['Drama', 'Romance']",en,claire of the moon,1992,5.5,Demi-Monde Productions
406,474,"['Comedy', 'Romance', 'Fantasy', 'Science Fiction']",en,love potion no. 9,1992,6.2,20th Century Fox
407,475,"['Drama', 'Romance', 'Crime']",en,the living end,1992,6.5,October Films
408,477,"['Drama', 'Mystery']",en,storyville,1992,5.1,Davis Entertainment
409,479,['Drama'],en,swoon,1992,5.9,Indie Studio
410,480,['Comedy'],en,monster in a box,1992,5.0,Indie Studio
411,482,"['Comedy', 'Drama']",en,in the soup,1992,6.8,Indie Studio
412,484,"['Horror', 'Comedy']",en,braindead,1992,7.4,WingNut Films
413,485,['Drama'],en,terminal bliss,1992,3.4,Cannon Group
414,488,['Drama'],en,the boys of st. vincent,1992,7.2,Téléfilm Canada
415,489,"['Action', 'Adventure', 'Comedy', 'Drama']",en,roadside prophets,1992,5.9,New Line Cinema
416,490,['Thriller'],en,no place to hide,1992,5.8,Cannon Group
417,492,"['Animation', 'Comedy']",en,the man who yelled,1992,0.0,Tisch School of the Arts (NYU)
418,495,['Action'],en,bloodfist iii: forced to fight,1992,4.4,Indie Studio
419,496,"['Animation', 'Family']",en,mr. men - the great alphabet hunt,1992,0.0,Abbey Broadcast Communications Ltd
420,497,"['Adventure', 'Science Fiction']",en,jurassic park,1993,7.9,Universal Pictures
421,498,"['Comedy', 'Drama', 'Family']",en,mrs. doubtfire,1993,7.2,20th Century Fox
422,499,"['Drama', 'Action', 'Thriller']",en,the fugitive,1993,7.4,Warner Bros. Pictures
423,500,"['Drama', 'History', 'War']",en,schindler's list,1993,8.6,Universal Pictures
424,501,"['Drama', 'Mystery', 'Thriller']",en,the firm,1993,6.7,Paramount
425,502,"['Romance', 'Drama']",en,indecent proposal,1993,6.3,Paramount
426,503,"['Action', 'Adventure', 'Thriller']",en,cliffhanger,1993,6.5,Canal+
427,504,"['Comedy', 'Drama', 'Romance']",en,sleepless in seattle,1993,6.7,TriStar Pictures
428,505,['Drama'],en,philadelphia,1993,7.7,TriStar Pictures
429,506,"['Mystery', 'Drama', 'Thriller', 'Crime']",en,the pelican brief,1993,6.6,Warner Bros. Pictures
430,507,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",en,in the line of fire,1993,7.0,Castle Rock Entertainment
431,508,"['Comedy', 'Adventure', 'Drama']",en,cool runnings,1993,7.0,Walt Disney Pictures
432,509,"['Family', 'Adventure', 'Drama']",en,free willy,1993,6.2,Canal+
433,510,"['Drama', 'Thriller', 'Mystery', 'Romance']",en,sommersby,1993,6.4,Canal+
434,511,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",en,last action hero,1993,6.4,Columbia Pictures
435,512,"['Crime', 'Drama', 'Thriller']",en,a perfect world,1993,7.5,Malpaso Productions
436,513,"['Action', 'Comedy', 'War']",en,hot shots! part deux,1993,6.5,20th Century Fox
437,514,"['Family', 'Comedy']",en,beethoven's 2nd,1993,5.5,Universal Pictures
438,515,"['Family', 'Comedy']",en,dennis the menace,1993,5.8,Hughes Entertainment
439,516,"['Drama', 'Thriller']",en,sliver,1993,5.4,Paramount
440,517,"['Action', 'Drama', 'Thriller']",en,rising sun,1993,6.1,20th Century Fox
441,518,['Comedy'],en,dave,1993,6.7,Warner Bros. Pictures
442,519,"['Fantasy', 'Animation', 'Family']",en,the nightmare before christmas,1993,7.8,Walt Disney Pictures
443,520,['Action'],en,hard target,1993,6.3,Universal Pictures
444,521,"['Romance', 'Fantasy', 'Drama', 'Comedy']",en,groundhog day,1993,7.6,Columbia Pictures
445,522,['Comedy'],en,grumpy old men,1993,6.6,Warner Bros. Pictures
446,523,['Drama'],en,in the name of the father,1993,7.9,Universal Pictures
447,524,"['Action', 'Drama', 'Thriller', 'Romance']",en,nowhere to run,1993,6.3,Columbia Pictures
448,525,"['Crime', 'Thriller', 'Drama']",en,carlito's way,1993,7.8,Universal Pictures
449,526,"['Drama', 'History', 'Action']",en,dragon: the bruce lee story,1993,6.9,Universal Pictures
450,527,['Thriller'],en,the good son,1993,6.7,20th Century Fox
451,528,"['Crime', 'Action', 'Science Fiction']",en,demolition man,1993,6.7,Warner Bros. Pictures
452,529,"['Music', 'Comedy']",en,sister act 2: back in the habit,1993,6.4,Buena Vista Pictures
453,530,"['Western', 'Action']",en,tombstone,1993,7.6,Hollywood Pictures
454,531,"['Comedy', 'Family']",en,rookie of the year,1993,6.1,20th Century Fox
455,532,"['Action', 'Adventure', 'Comedy']",en,the three musketeers,1993,6.4,Walt Disney Pictures
456,533,"['Comedy', 'Family', 'Fantasy']",en,addams family values,1993,6.9,Paramount
457,534,"['Comedy', 'Music']",en,wayne's world 2,1993,6.1,Paramount
458,535,['Thriller'],en,malice,1993,6.2,New Line Cinema
459,536,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,teenage mutant ninja turtles iii,1993,5.4,New Line Cinema
460,537,"['Crime', 'Drama', 'Thriller']",en,falling down,1993,7.4,Canal+
461,538,"['Action', 'Comedy', 'Family']",en,cop and ½,1993,4.6,Imagine Entertainment
462,539,"['Drama', 'Romance']",en,the piano,1993,7.4,CiBy 2000
463,540,"['Comedy', 'Family', 'Fantasy']",en,hocus pocus,1993,7.0,Walt Disney Pictures
464,541,"['Drama', 'Music']",en,what's love got to do with it,1993,7.0,Touchstone Pictures
465,542,"['Drama', 'Thriller', 'Romance']",en,body of evidence,1993,4.9,Metro-Goldwyn-Mayer
466,543,"['Adventure', 'Drama', 'Thriller']",en,alive,1993,6.9,Paramount
467,544,"['Comedy', 'Drama', 'Romance']",en,son in law,1993,6.0,Hollywood Pictures
468,545,['Comedy'],en,robin hood: men in tights,1993,6.6,Gaumont
469,546,['Drama'],en,the joy luck club,1993,7.2,Hollywood Pictures
470,547,"['Family', 'Comedy']",en,the sandlot,1993,7.5,20th Century Fox
471,548,"['Drama', 'Romance']",en,the age of innocence,1993,7.0,Columbia Pictures
472,549,"['Crime', 'Thriller', 'Action']",en,point of no return,1993,6.2,Warner Bros. Pictures
473,550,"['Comedy', 'Crime', 'Action']",en,another stakeout,1993,5.5,Touchstone Pictures
474,551,"['Drama', 'Crime']",en,menace ii society,1993,7.5,New Line Cinema
475,553,"['Drama', 'Romance']",en,poetic justice,1993,6.8,Columbia Pictures
476,554,"['Drama', 'Romance']",en,my life,1993,6.7,Columbia Pictures
477,555,"['Drama', 'Romance']",en,shadowlands,1993,6.9,Shadowlands Productions
478,556,['Drama'],en,the man without a face,1993,6.5,Warner Bros. Pictures
479,557,"['Adventure', 'Comedy', 'Drama', 'Family']",en,the adventures of huck finn,1993,6.2,Walt Disney Pictures
480,558,"['Drama', 'Romance']",en,the remains of the day,1993,7.4,Columbia Pictures
481,559,"['Comedy', 'Drama']",en,benny & joon,1993,7.1,Metro-Goldwyn-Mayer
482,560,"['Drama', 'Action', 'Romance']",en,the program,1993,6.4,Touchstone Pictures
483,561,"['Drama', 'Thriller', 'Mystery']",en,guilty as sin,1993,5.8,Hollywood Pictures
484,562,"['Drama', 'History']",en,rudy,1993,7.4,TriStar Pictures
485,563,"['Drama', 'Comedy', 'Romance']",en,much ado about nothing,1993,7.0,BBC Films
486,565,"['Comedy', 'Science Fiction', 'Family']",en,coneheads,1993,5.3,Paramount
487,566,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",en,super mario bros.,1993,4.2,Hollywood Pictures
488,568,"['Science Fiction', 'Drama', 'Mystery']",en,fire in the sky,1993,6.6,Paramount
489,569,"['Action', 'Drama', 'Thriller']",en,sniper,1993,6.2,TriStar Pictures
490,570,"['Comedy', 'Drama', 'Romance']",en,untamed heart,1993,6.9,Metro-Goldwyn-Mayer
491,571,"['Western', 'History']",en,geronimo: an american legend,1993,6.3,Columbia Pictures
492,573,"['Music', 'Comedy']",en,cb4,1993,6.1,Universal Pictures
493,574,"['Romance', 'Comedy']",en,born yesterday,1993,5.2,Hollywood Pictures
494,575,"['Drama', 'Crime']",en,a bronx tale,1993,7.8,HBO Films
495,576,"['Fantasy', 'Comedy', 'Romance']",en,heart and souls,1993,7.0,Universal Pictures
496,577,['Horror'],en,jason goes to hell: the final friday,1993,4.5,Sean S. Cunningham Films
497,578,"['Drama', 'Horror']",en,needful things,1993,6.2,New Line Cinema
498,581,"['Thriller', 'Drama', 'Mystery', 'Horror']",en,the vanishing,1993,6.1,20th Century Fox
499,582,"['Drama', 'Thriller']",en,the crush,1993,6.5,Warner Bros. Pictures
500,583,"['Horror', 'Science Fiction', 'Thriller', 'Comedy']",en,man's best friend,1993,5.5,New Line Cinema
501,584,"['Drama', 'Adventure']",en,a far off place,1993,6.4,Walt Disney Pictures
502,585,['Comedy'],en,weekend at bernie's ii,1993,5.0,TriStar Pictures
503,586,"['Drama', 'History', 'War']",en,gettysburg,1993,6.9,New Line Cinema
504,587,"['Action', 'Crime', 'Romance']",en,true romance,1993,7.6,Davis Films
505,588,"['Comedy', 'Family']",en,life with mikey,1993,5.6,Touchstone Pictures
506,589,"['Comedy', 'Crime']",en,undercover blues,1993,6.1,Metro-Goldwyn-Mayer
507,591,"['Action', 'Crime', 'Thriller']",en,judgment night,1993,6.6,JVC
508,593,"['Comedy', 'Crime', 'Romance']",en,so i married an axe murderer,1993,6.1,TriStar Pictures
509,594,"['Comedy', 'Mystery']",en,manhattan murder mystery,1993,7.3,TriStar Pictures
510,595,"['Comedy', 'Romance']",en,for love or money,1993,6.2,Imagine Entertainment
511,596,"['Comedy', 'Crime', 'Romance', 'Drama']",en,mad dog and glory,1993,6.0,Universal Pictures
512,597,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",en,robocop 3,1993,4.7,Orion Pictures
513,598,"['Mystery', 'Horror']",en,the dark half,1993,6.0,Orion Pictures
514,599,"['Romance', 'Comedy', 'Family']",en,look who's talking now!,1993,5.4,TriStar Pictures
515,600,"['Drama', 'Action', 'Crime', 'Thriller']",en,boiling point,1993,5.0,Warner Bros. Pictures
516,601,"['Romance', 'Drama']",en,what's eating gilbert grape,1993,7.7,Paramount
517,602,"['Action', 'Comedy']",en,amos & andrew,1993,5.4,New Line Cinema
518,603,"['Drama', 'Mystery', 'Romance']",en,flesh and bone,1993,6.1,Paramount
519,604,"['Comedy', 'Drama']",en,matinee,1993,6.7,Universal Pictures
520,606,"['Animation', 'Science Fiction', 'Family']",en,we're back! a dinosaur's story,1993,6.0,Universal Pictures
521,607,"['Comedy', 'Horror']",en,leprechaun,1993,5.6,Trimark Pictures
522,608,['Adventure'],en,aspen extreme,1993,5.8,Hollywood Pictures
523,609,"['Fantasy', 'Action', 'Comedy', 'Science Fiction', 'Family']",en,the meteor man,1993,5.4,Metro-Goldwyn-Mayer
524,610,"['Comedy', 'Drama']",en,dazed and confused,1993,7.4,Gramercy Pictures
525,611,['Drama'],en,searching for bobby fischer,1993,7.1,Paramount
526,612,['Drama'],en,fearless,1993,7.0,Warner Bros. Pictures
527,615,"['Animation', 'Family', 'Adventure']",en,once upon a forest,1993,6.7,Hanna-Barbera Productions
528,616,"['Action', 'Thriller']",en,best of the best 2,1993,5.8,20th Century Fox
529,617,"['Action', 'Crime', 'Drama', 'Thriller']",en,the real mccoy,1993,5.7,Universal Pictures
530,618,"['Mystery', 'Drama', 'Comedy']",en,six degrees of separation,1993,6.4,Metro-Goldwyn-Mayer
531,619,"['Romance', 'Drama']",en,the house of the spirits,1993,6.9,Miramax
532,620,"['Comedy', 'Drama']",en,short cuts,1993,7.2,Fine Line Features
533,621,"['History', 'War', 'Action', 'Drama']",en,heaven & earth,1993,6.7,Warner Bros. Pictures
534,623,"['Music', 'Drama']",en,swing kids,1993,6.7,Hollywood Pictures
535,624,"['Action', 'Animation', 'Crime', 'Mystery']",en,batman: mask of the phantasm,1993,7.5,Warner Bros. Family Entertainment
536,625,"['Comedy', 'Drama', 'Romance']",en,three of hearts,1993,4.6,New Line Cinema
537,627,"['Drama', 'Comedy']",en,jack the bear,1993,6.4,20th Century Fox
538,628,"['Science Fiction', 'Thriller', 'Horror']",en,ghost in the machine,1993,4.7,20th Century Fox
539,629,"['Action', 'Adventure', 'Comedy', 'Family']",en,surf ninjas,1993,5.0,New Line Cinema
540,630,"['Drama', 'History']",en,little buddha,1993,6.3,Miramax
541,631,"['Family', 'Comedy']",en,mr. nanny,1993,4.8,New Line Cinema
542,632,['Drama'],en,this boy's life,1993,7.1,Warner Bros. Pictures
543,634,"['Fantasy', 'Horror', 'Science Fiction']",en,warlock: the armageddon,1993,5.3,Tapestry Films
